id,first_name,last_name,age,gender,driving_experience,education,income,credit_score,vehicle_ownership,vehicle_year,married,children,postal_code,annual_mileage,vehicle_type,speeding_violations,DUIs,past_accidents,outcome
224883,Baylie,Sigler,16-25,male,0-9y,high school,working class,,FALSE,before 2015,FALSE,FALSE,10238,15000.0,sedan,0,0,0,TRUE
625221,Kody,Freitas,40-64,female,0-9y,high school,upper class,0.6312183625354690,TRUE,before 2015,TRUE,TRUE,10238,10000.0,sedan,0,0,0,FALSE
686371,Manuel,Tom,40-64,male,20-29y,none,poverty,,FALSE,before 2015,FALSE,TRUE,32765,14000.0,sedan,8,0,2,FALSE
158028,Katia,Thorne,16-25,female,0-9y,high school,working class,0.4295825126499050,TRUE,before 2015,TRUE,TRUE,10238,10000.0,sedan,0,0,0,FALSE
10217,Celeste,Randle,65,male,30y+,high school,upper class,0.5244870788093160,TRUE,after 2015,TRUE,TRUE,10238,13000.0,sedan,2,0,4,FALSE
498650,Jarrod,Tilley,65,male,10-19y,high school,upper class,0.5127680383278220,TRUE,before 2015,FALSE,FALSE,10238,18000.0,sedan,0,0,0,FALSE
897708,Misty,Burt,26-39,male,10-19y,high school,working class,0.389233759485732,FALSE,before 2015,FALSE,FALSE,10238,16000.0,sedan,2,0,0,TRUE
966269,Tyreese,Galvin,65,male,0-9y,university,upper class,,TRUE,after 2015,TRUE,FALSE,10238,11000.0,sedan,0,0,0,TRUE
361846,Diana,Ragsdale,40-64,female,20-29y,university,upper class,0.6923202824735520,TRUE,before 2015,TRUE,TRUE,32765,5000.0,sedan,6,0,4,FALSE
768767,Frederick,Sowers,40-64,female,0-9y,university,upper class,0.7226016411670320,FALSE,before 2015,TRUE,TRUE,32765,,sedan,0,0,0,TRUE
918841,Tyasia,Doughty,65,male,10-19y,high school,upper class,0.5764795251446630,TRUE,after 2015,TRUE,TRUE,32765,,sedan,3,1,0,FALSE
534966,Anais,Robledo,26-39,female,0-9y,university,upper class,,TRUE,before 2015,TRUE,TRUE,10238,10000.0,sedan,0,0,0,TRUE
714908,Devonta,Heinz,40-64,female,20-29y,high school,middle class,0.6214429576981000,TRUE,before 2015,FALSE,TRUE,10238,13000.0,sedan,1,0,1,FALSE
938070,Latavia,Kahn,40-64,female,10-19y,high school,middle class,0.6260582248737130,TRUE,before 2015,FALSE,FALSE,10238,16000.0,sedan,1,1,0,FALSE
474190,Kaitlin,Holmes,65,male,30y+,university,upper class,0.6324917354132800,TRUE,before 2015,FALSE,TRUE,32765,13000.0,sedan,10,0,2,FALSE
944620,Rubi,Adair,16-25,female,0-9y,high school,poverty,0.4210019848954940,FALSE,before 2015,TRUE,FALSE,10238,13000.0,sedan,0,0,0,TRUE
356287,Princess,Ricci,16-25,female,0-9y,high school,poverty,,FALSE,before 2015,FALSE,FALSE,10238,14000.0,sedan,0,0,0,FALSE
190345,Daniella,Florence,65,female,30y+,high school,upper class,0.49658147921254800,FALSE,after 2015,TRUE,TRUE,10238,,sedan,3,0,0,FALSE
66528,Andrea,Hinton,26-39,male,10-19y,none,poverty,0.1902502054363820,FALSE,before 2015,FALSE,TRUE,10238,11000.0,sedan,0,0,1,TRUE
93756,Stevie,Amaral,26-39,male,10-19y,high school,upper class,0.6742012277595040,TRUE,after 2015,FALSE,TRUE,10238,15000.0,sports car,1,0,0,FALSE
938705,Aubrey,Gannon,26-39,male,10-19y,none,poverty,0.2776464231642330,FALSE,before 2015,TRUE,TRUE,32765,10000.0,sports car,4,0,4,FALSE
481169,Kristyn,Allison,65,female,10-19y,none,working class,0.44380473199309500,TRUE,before 2015,TRUE,TRUE,10238,13000.0,sedan,1,0,0,FALSE
270409,Alondra,Jeffery,65,male,30y+,university,upper class,0.6738192020225570,TRUE,after 2015,FALSE,TRUE,10238,,sedan,9,0,5,FALSE
614606,Nico,English,40-64,male,0-9y,university,middle class,0.5720994618726240,TRUE,before 2015,FALSE,FALSE,10238,,sports car,0,0,0,FALSE
890778,Tyana,Sager,40-64,female,20-29y,university,middle class,0.5464164840061580,TRUE,before 2015,TRUE,FALSE,10238,10000.0,sedan,4,0,3,FALSE
275062,Ashly,Morrison,65,female,0-9y,high school,upper class,0.5338125514718480,TRUE,after 2015,TRUE,TRUE,10238,12000.0,sedan,0,0,0,FALSE
958992,Zion,Riggs,26-39,male,10-19y,high school,working class,0.534353992539389,TRUE,after 2015,FALSE,TRUE,32765,12000.0,sedan,2,0,0,FALSE
84982,Pilar,Angeles,65,female,20-29y,high school,upper class,0.6152347771487430,FALSE,before 2015,TRUE,TRUE,32765,10000.0,sedan,1,2,0,FALSE
1924,Juan,Brandt,65,female,30y+,high school,upper class,0.627568733571934,TRUE,after 2015,FALSE,TRUE,10238,17000.0,sedan,1,1,1,FALSE
148601,Alejandra,Hutton,65,female,30y+,high school,upper class,0.6983886035692350,TRUE,before 2015,FALSE,TRUE,10238,10000.0,sedan,5,2,4,FALSE
629208,Kelsie,Ponce,26-39,female,10-19y,high school,upper class,0.6146990302171160,TRUE,before 2015,FALSE,FALSE,32765,,sedan,1,1,0,FALSE
164381,Abner,Leblanc,16-25,female,0-9y,high school,middle class,0.6840833742526800,TRUE,before 2015,TRUE,TRUE,10238,8000.0,sedan,0,0,0,FALSE
215945,Jeanette,Tisdale,40-64,male,20-29y,university,upper class,0.6526266450815710,FALSE,after 2015,TRUE,TRUE,10238,9000.0,sedan,1,0,3,FALSE
472589,Yareli,Ledbetter,65,female,30y+,university,upper class,0.5662385712592210,TRUE,before 2015,FALSE,TRUE,10238,11000.0,sedan,7,1,2,FALSE
67880,Kerri,Engle,26-39,male,10-19y,high school,middle class,0.4399964527913900,TRUE,before 2015,TRUE,TRUE,10238,11000.0,sedan,1,0,3,FALSE
873673,Infant,Fahey,26-39,female,10-19y,high school,working class,0.4580647747191490,FALSE,before 2015,FALSE,FALSE,10238,17000.0,sedan,0,0,0,FALSE
307277,Belen,Traylor,26-39,male,0-9y,high school,working class,,TRUE,after 2015,FALSE,FALSE,10238,12000.0,sedan,0,0,0,FALSE
732332,Yessica,Marshall,40-64,male,20-29y,university,upper class,,TRUE,before 2015,FALSE,TRUE,32765,11000.0,sedan,6,2,0,FALSE
152123,Keon,Maples,65,female,30y+,high school,upper class,0.6607566635682510,FALSE,before 2015,TRUE,TRUE,10238,9000.0,sedan,0,0,3,FALSE
489823,Abril,Bailey,16-25,male,0-9y,high school,poverty,0.31890523824117700,TRUE,before 2015,FALSE,FALSE,10238,17000.0,sedan,0,0,0,TRUE
336494,Joan,Harwood,40-64,male,0-9y,university,upper class,0.6085697407032970,TRUE,after 2015,FALSE,FALSE,10238,15000.0,sedan,0,0,0,FALSE
972020,Howard,Masters,65,female,30y+,high school,upper class,0.639626053228194,TRUE,before 2015,TRUE,TRUE,10238,9000.0,sedan,0,1,0,FALSE
260201,Coleton,Koenig,26-39,female,10-19y,high school,middle class,0.4996760395517630,TRUE,after 2015,FALSE,FALSE,10238,16000.0,sedan,1,0,1,FALSE
939217,Brieanna,Alicea,40-64,female,10-19y,university,upper class,,TRUE,before 2015,FALSE,TRUE,32765,10000.0,sedan,5,0,1,FALSE
433152,Alexandre,Barclay,16-25,male,0-9y,high school,working class,,TRUE,before 2015,TRUE,TRUE,10238,9000.0,sedan,0,0,0,TRUE
928536,Dewayne,Wilhelm,16-25,female,0-9y,high school,poverty,0.2817333572094790,FALSE,before 2015,TRUE,TRUE,10238,11000.0,sedan,0,0,0,TRUE
615428,Esteban,Fletcher,26-39,male,10-19y,high school,poverty,0.4514433140453180,TRUE,before 2015,FALSE,FALSE,10238,14000.0,sedan,2,1,1,FALSE
112063,Emerald,Hallman,26-39,female,10-19y,none,poverty,0.24784796287089600,TRUE,before 2015,FALSE,TRUE,10238,16000.0,sedan,0,1,0,FALSE
172803,Ean,Lunsford,40-64,male,0-9y,university,upper class,0.4417132728803950,TRUE,after 2015,TRUE,TRUE,32765,8000.0,sedan,0,0,0,FALSE
42694,Adrien,Mcvey,16-25,male,0-9y,high school,poverty,,FALSE,before 2015,FALSE,FALSE,10238,11000.0,sedan,0,0,0,TRUE
54408,Tionna,Thomason,16-25,male,0-9y,none,poverty,0.4092427564400380,FALSE,before 2015,FALSE,FALSE,10238,16000.0,sedan,0,0,0,TRUE
10119,Ruth,Sauer,65,female,0-9y,high school,upper class,0.4494562548465210,FALSE,before 2015,TRUE,TRUE,10238,10000.0,sedan,0,0,0,TRUE
575992,Enzo,Voss,65,male,30y+,university,upper class,0.5975262575550260,TRUE,after 2015,FALSE,TRUE,32765,10000.0,sedan,13,0,1,FALSE
525723,Tavian,Chamberlain,40-64,male,10-19y,high school,middle class,0.5697012109847830,TRUE,before 2015,TRUE,TRUE,10238,9000.0,sedan,3,0,2,FALSE
75918,Sonny,Weis,40-64,female,0-9y,university,upper class,0.7593098696029940,TRUE,after 2015,FALSE,FALSE,10238,8000.0,sedan,0,0,0,FALSE
222805,Brennon,Dowling,40-64,male,20-29y,university,upper class,0.5992234645215260,TRUE,before 2015,TRUE,TRUE,10238,9000.0,sedan,2,0,3,FALSE
874803,Kristy,Alvarez,16-25,male,0-9y,none,working class,,TRUE,before 2015,TRUE,FALSE,32765,13000.0,sedan,0,0,0,TRUE
337651,Kristen,Howe,40-64,male,10-19y,university,upper class,0.4870127077463120,TRUE,before 2015,TRUE,TRUE,10238,10000.0,sedan,1,0,1,FALSE
610663,Halle,Wisniewski,26-39,male,10-19y,high school,working class,0.4787494991822770,TRUE,before 2015,TRUE,TRUE,10238,4000.0,sedan,0,0,2,FALSE
514238,Claire,Bledsoe,65,male,20-29y,high school,middle class,0.4764368681429670,TRUE,after 2015,TRUE,TRUE,32765,9000.0,sedan,5,2,1,FALSE
821534,Joanna,Ryan,40-64,male,10-19y,none,poverty,0.40821686868321700,TRUE,before 2015,FALSE,TRUE,10238,14000.0,sedan,1,0,0,FALSE
127550,Daysha,Reedy,16-25,female,0-9y,none,poverty,0.2161977071379890,TRUE,before 2015,FALSE,TRUE,32765,10000.0,sedan,0,0,0,TRUE
509284,Ladarius,Guzman,26-39,female,10-19y,high school,middle class,0.4546805837111260,TRUE,after 2015,FALSE,TRUE,32765,12000.0,sedan,0,1,0,FALSE
639522,Shekinah,Minor,40-64,male,20-29y,university,upper class,0.679081839307075,TRUE,before 2015,TRUE,TRUE,10238,9000.0,sedan,5,0,2,FALSE
979350,Christa,Johnston,26-39,female,0-9y,high school,working class,0.6105826276164760,TRUE,before 2015,FALSE,TRUE,10238,12000.0,sedan,0,0,0,FALSE
396727,Brigid,Devore,26-39,female,10-19y,high school,middle class,0.4423605430687390,TRUE,after 2015,FALSE,TRUE,10238,17000.0,sedan,0,0,0,FALSE
512169,Savana,Neill,26-39,male,10-19y,high school,middle class,0.5599813306382470,TRUE,before 2015,TRUE,TRUE,32765,10000.0,sedan,3,0,1,FALSE
677467,Drew,Zheng,16-25,female,0-9y,none,poverty,0.1562510004957410,TRUE,before 2015,FALSE,FALSE,32765,13000.0,sedan,0,0,0,TRUE
725657,Annette,Hoff,26-39,female,10-19y,high school,middle class,0.5600963262097190,FALSE,after 2015,TRUE,TRUE,32765,8000.0,sedan,3,0,0,FALSE
364101,Braydon,Tsai,65,female,30y+,university,upper class,0.563548802365458,FALSE,after 2015,FALSE,TRUE,10238,11000.0,sedan,1,2,0,FALSE
912887,Jayden,Weinstein,16-25,male,0-9y,university,working class,0.4789652338452290,TRUE,before 2015,FALSE,TRUE,92101,13000.0,sedan,0,0,0,TRUE
265974,Shreya,Delacruz,65,male,30y+,none,middle class,0.5026438365530690,TRUE,before 2015,FALSE,TRUE,10238,9000.0,sedan,7,0,5,FALSE
134867,Eliezer,McGinnis,40-64,female,20-29y,high school,upper class,0.6361889069881510,TRUE,after 2015,TRUE,TRUE,10238,9000.0,sedan,3,0,1,FALSE
419303,Joana,Galindo,40-64,female,20-29y,high school,working class,0.4332321127507120,TRUE,before 2015,FALSE,TRUE,32765,11000.0,sedan,1,0,2,FALSE
161165,Mya,Gomez,40-64,female,0-9y,university,upper class,0.6621457887543010,TRUE,before 2015,TRUE,TRUE,10238,11000.0,sedan,0,0,0,FALSE
938143,Arden,Taft,16-25,male,0-9y,university,working class,0.5176419720322160,TRUE,before 2015,TRUE,TRUE,92101,,sedan,0,0,0,TRUE
491650,Ariel,Acuna,26-39,male,0-9y,high school,middle class,0.5770280074678970,TRUE,before 2015,FALSE,FALSE,10238,12000.0,sedan,0,0,0,FALSE
268752,Kelsey,Milam,16-25,female,0-9y,high school,poverty,0.30283742332047400,FALSE,before 2015,TRUE,FALSE,10238,10000.0,sedan,0,0,0,TRUE
454701,Dylan,Massey,65,female,30y+,high school,upper class,0.5354853053409480,TRUE,after 2015,TRUE,TRUE,10238,11000.0,sedan,2,1,2,FALSE
568053,Mitchell,Elias,65,male,30y+,high school,upper class,0.5203339851656200,TRUE,before 2015,TRUE,TRUE,10238,9000.0,sedan,10,0,2,FALSE
427513,Maximilian,Levine,40-64,female,10-19y,university,middle class,0.5671506288613530,TRUE,after 2015,TRUE,TRUE,32765,,sedan,4,0,2,FALSE
294350,Sadie,Tolbert,26-39,male,10-19y,high school,middle class,0.6536101752733750,TRUE,before 2015,FALSE,TRUE,10238,15000.0,sedan,5,0,0,TRUE
337986,Maricela,Houston,16-25,male,0-9y,university,upper class,0.5489301330191480,TRUE,after 2015,FALSE,TRUE,10238,14000.0,sedan,0,0,0,FALSE
77771,Jerry,Arrington,40-64,male,20-29y,high school,middle class,0.5397848458608760,TRUE,before 2015,FALSE,TRUE,10238,10000.0,sedan,7,0,0,FALSE
573078,Nadia,Asher,26-39,male,0-9y,high school,middle class,0.4403405026714520,TRUE,before 2015,FALSE,FALSE,10238,18000.0,sedan,0,0,0,TRUE
214200,Mohammad,Hurst,40-64,female,10-19y,high school,upper class,0.5063048514527330,TRUE,after 2015,FALSE,TRUE,10238,14000.0,sedan,0,0,2,FALSE
962680,Melina,Hinkle,40-64,female,20-29y,none,poverty,0.4783533825965790,FALSE,before 2015,FALSE,TRUE,10238,12000.0,sedan,0,0,0,FALSE
720043,Kearra,Hammonds,40-64,male,10-19y,high school,upper class,0.6725715083125460,FALSE,before 2015,TRUE,TRUE,32765,8000.0,sedan,4,0,0,TRUE
360562,Kristopher,Berry,16-25,female,0-9y,university,working class,0.4159285248892540,TRUE,before 2015,FALSE,FALSE,10238,16000.0,sedan,0,0,0,FALSE
621406,Roxanne,Ruby,40-64,male,10-19y,university,upper class,0.4802232941441090,TRUE,before 2015,TRUE,TRUE,32765,11000.0,sedan,5,0,0,FALSE
702423,Chelsea,Scherer,26-39,male,10-19y,university,working class,0.5485077614613440,FALSE,before 2015,FALSE,FALSE,32765,13000.0,sedan,1,0,3,TRUE
740034,Areli,Fitzsimmons,26-39,female,0-9y,none,working class,0.4551108315928130,TRUE,before 2015,FALSE,FALSE,32765,,sedan,0,0,0,TRUE
174068,Regan,Conner,16-25,female,0-9y,high school,poverty,0.15125548555080200,FALSE,before 2015,FALSE,TRUE,21217,13000.0,sports car,0,0,0,TRUE
792106,Dayana,Outlaw,16-25,male,0-9y,none,poverty,0.25772568958705600,FALSE,after 2015,FALSE,TRUE,32765,10000.0,sedan,0,0,0,TRUE
499640,Baby,Patton,26-39,male,10-19y,university,upper class,0.4420366893683640,TRUE,before 2015,TRUE,TRUE,32765,7000.0,sedan,2,0,0,FALSE
760445,Tea,Haddad,40-64,female,10-19y,university,upper class,,TRUE,before 2015,TRUE,TRUE,10238,9000.0,sedan,0,0,2,FALSE
875043,Dallin,Morin,26-39,female,10-19y,high school,upper class,0.6964039617112440,FALSE,after 2015,TRUE,FALSE,10238,14000.0,sedan,1,0,1,FALSE
651495,Jack,Butler,26-39,male,10-19y,high school,working class,0.4594125089792300,TRUE,before 2015,FALSE,TRUE,10238,,sedan,4,0,0,TRUE
144471,Kassie,Gossett,26-39,male,10-19y,university,upper class,,TRUE,before 2015,FALSE,FALSE,10238,16000.0,sedan,0,0,2,FALSE
146839,Sanjana,Salazar,16-25,male,0-9y,none,poverty,0.284157777190154,FALSE,before 2015,FALSE,FALSE,32765,,sedan,0,0,0,TRUE
404468,Angeles,Armenta,40-64,female,20-29y,high school,poverty,0.3980314872138730,TRUE,before 2015,FALSE,FALSE,10238,18000.0,sedan,0,0,0,FALSE
772295,Kai,Dial,16-25,male,0-9y,none,poverty,0.36156041230655,FALSE,before 2015,FALSE,TRUE,10238,12000.0,sedan,0,0,0,TRUE
845482,Amira,George,16-25,female,0-9y,university,poverty,0.5355008932084140,TRUE,before 2015,FALSE,FALSE,10238,15000.0,sedan,0,0,0,FALSE
910614,Izaiah,Doan,40-64,female,10-19y,university,upper class,0.6467628274201610,TRUE,before 2015,FALSE,TRUE,32765,9000.0,sedan,2,0,0,FALSE
333933,Rebeca,Sloan,16-25,female,0-9y,high school,working class,0.3399678397076850,TRUE,before 2015,FALSE,FALSE,10238,15000.0,sedan,0,0,0,FALSE
107725,Celina,Wimberly,26-39,male,10-19y,high school,working class,0.2756269049730240,FALSE,before 2015,FALSE,TRUE,10238,15000.0,sedan,1,0,1,FALSE
852185,Elvis,Troyer,40-64,male,0-9y,none,upper class,0.6999932295554320,TRUE,after 2015,FALSE,TRUE,10238,11000.0,sedan,0,0,0,TRUE
941297,Jaquan,Mortensen,65,male,0-9y,university,upper class,0.38050547603946100,TRUE,after 2015,TRUE,TRUE,32765,,sedan,0,0,0,FALSE
971269,Destiney,Cantrell,16-25,male,0-9y,none,poverty,0.3511035911519820,FALSE,before 2015,FALSE,FALSE,10238,15000.0,sedan,0,0,0,TRUE
11119,Quentin,Partridge,65,female,30y+,high school,upper class,0.7251812827331860,TRUE,before 2015,FALSE,TRUE,10238,14000.0,sedan,0,0,1,FALSE
392953,Paul,Meek,26-39,female,0-9y,high school,middle class,0.4722447576591860,FALSE,before 2015,TRUE,FALSE,32765,8000.0,sedan,0,0,0,TRUE
20975,Lilliana,Foltz,26-39,male,10-19y,university,upper class,0.6261051802166030,TRUE,before 2015,FALSE,FALSE,32765,11000.0,sedan,1,0,0,FALSE
485551,America,Crespo,26-39,male,10-19y,high school,working class,0.5142469910098830,TRUE,before 2015,TRUE,TRUE,32765,11000.0,sedan,4,2,0,TRUE
658061,Terrance,Rau,40-64,male,0-9y,university,upper class,0.4642025831082780,TRUE,before 2015,TRUE,TRUE,32765,5000.0,sedan,0,0,0,TRUE
690368,Maren,Kaur,40-64,male,20-29y,none,middle class,0.5990587120710580,TRUE,before 2015,TRUE,TRUE,21217,11000.0,sedan,3,0,0,TRUE
527374,Rasheed,Kohn,16-25,female,0-9y,none,poverty,0.4399963827852810,FALSE,after 2015,FALSE,TRUE,10238,14000.0,sedan,0,0,0,TRUE
683489,Benito,Rapp,26-39,male,0-9y,high school,poverty,0.21746476665817300,TRUE,before 2015,TRUE,TRUE,10238,9000.0,sedan,0,0,0,TRUE
150186,Deangelo,Ha,65,male,0-9y,high school,upper class,0.525493572038688,FALSE,before 2015,TRUE,TRUE,10238,12000.0,sedan,0,0,0,TRUE
861996,Remington,Cardona,16-25,male,0-9y,university,middle class,0.3237857432221490,TRUE,before 2015,FALSE,TRUE,10238,10000.0,sedan,0,0,0,TRUE
505284,Rayne,Hahn,65,male,30y+,high school,working class,0.6014435614074800,TRUE,after 2015,FALSE,FALSE,32765,11000.0,sedan,10,0,5,FALSE
612740,Reese,Jarrett,65,female,0-9y,university,upper class,0.6214602994502340,FALSE,before 2015,TRUE,TRUE,10238,12000.0,sedan,0,0,0,TRUE
338756,Emmett,McCloud,40-64,female,10-19y,none,upper class,,TRUE,before 2015,TRUE,TRUE,10238,13000.0,sedan,0,0,2,FALSE
285906,Sandra,Main,26-39,female,0-9y,none,working class,0.5163347418034230,TRUE,before 2015,TRUE,TRUE,32765,9000.0,sedan,0,0,0,TRUE
163402,Anyssa,Still,65,male,0-9y,university,upper class,,TRUE,after 2015,TRUE,TRUE,32765,,sedan,0,0,0,FALSE
3526,Serenity,Wertz,65,male,30y+,high school,upper class,0.7280756018177770,TRUE,after 2015,TRUE,FALSE,10238,13000.0,sedan,4,1,3,FALSE
897340,Camron,Lopez,26-39,male,10-19y,none,poverty,0.2501384621023110,FALSE,before 2015,FALSE,TRUE,10238,17000.0,sedan,1,0,0,TRUE
235870,Triston,Salcido,40-64,male,10-19y,university,upper class,0.7181039284052760,TRUE,after 2015,TRUE,TRUE,32765,9000.0,sedan,3,0,3,FALSE
971102,Daquan,Marino,26-39,female,10-19y,none,working class,0.5378340344693220,TRUE,before 2015,FALSE,TRUE,10238,12000.0,sedan,0,0,0,FALSE
25025,Keyla,Owens,26-39,female,10-19y,university,middle class,0.5833632162337710,TRUE,after 2015,FALSE,FALSE,32765,9000.0,sports car,3,0,1,FALSE
794286,Erica,Gill,40-64,male,20-29y,high school,upper class,0.3847849477164540,TRUE,after 2015,FALSE,TRUE,10238,14000.0,sedan,2,0,2,FALSE
64259,Reuben,Gregg,16-25,female,0-9y,high school,working class,0.4102339632201260,TRUE,before 2015,FALSE,FALSE,10238,12000.0,sedan,0,0,0,FALSE
693740,Abraham,Witherspoon,16-25,male,0-9y,none,poverty,0.4530676522206700,FALSE,before 2015,FALSE,FALSE,10238,15000.0,sports car,0,0,0,TRUE
230558,Omari,Schwab,26-39,male,0-9y,university,upper class,0.7244673308645150,TRUE,before 2015,FALSE,FALSE,32765,13000.0,sedan,0,0,0,TRUE
241965,Steve,Coe,40-64,male,20-29y,university,upper class,0.4895937410595600,TRUE,after 2015,FALSE,TRUE,10238,12000.0,sedan,4,0,2,FALSE
989945,Aileen,Hough,16-25,male,0-9y,none,poverty,0.2081472268026260,FALSE,before 2015,TRUE,FALSE,10238,15000.0,sedan,0,0,0,FALSE
302233,Gabriella,Shapiro,40-64,female,20-29y,high school,upper class,0.634296736687498,TRUE,before 2015,TRUE,TRUE,21217,12000.0,sedan,1,0,2,TRUE
987839,Lauryn,Elrod,40-64,female,0-9y,university,upper class,0.6766984098517960,TRUE,before 2015,TRUE,TRUE,32765,9000.0,sedan,0,0,0,TRUE
450776,Ashlie,Villanueva,40-64,male,10-19y,none,poverty,0.3759157719833920,TRUE,before 2015,TRUE,TRUE,10238,10000.0,sedan,3,1,2,FALSE
987471,Kai,Thiel,40-64,female,20-29y,university,middle class,0.5571292364718580,TRUE,before 2015,TRUE,TRUE,32765,9000.0,sedan,3,0,0,FALSE
56391,Jaime,Cormier,65,male,20-29y,high school,upper class,0.6897682642706400,TRUE,before 2015,TRUE,TRUE,10238,10000.0,sedan,4,0,5,FALSE
783556,Kayleigh,Spangler,40-64,male,0-9y,university,upper class,0.6046068349734140,TRUE,before 2015,TRUE,TRUE,10238,7000.0,sedan,0,0,0,TRUE
921160,Kaelyn,Foy,26-39,female,0-9y,university,upper class,0.6665366387018730,TRUE,before 2015,TRUE,TRUE,10238,9000.0,sedan,0,0,0,FALSE
319701,Tatyana,Browning,16-25,male,0-9y,university,working class,0.2829020455477810,FALSE,before 2015,FALSE,FALSE,10238,15000.0,sedan,0,0,0,TRUE
352416,Jake,Leslie,65,female,0-9y,university,upper class,0.5893197550966530,TRUE,before 2015,TRUE,TRUE,32765,9000.0,sedan,0,0,0,FALSE
780703,Chastity,Hodge,40-64,male,20-29y,university,upper class,0.5558794523792590,TRUE,before 2015,TRUE,TRUE,10238,9000.0,sedan,2,0,5,FALSE
629596,Octavio,Hanna,26-39,female,10-19y,high school,middle class,0.4967894721410340,FALSE,before 2015,FALSE,TRUE,10238,15000.0,sedan,0,1,2,TRUE
722205,Jayleen,Lundy,65,male,30y+,university,upper class,0.5508246124053150,TRUE,before 2015,TRUE,TRUE,10238,,sedan,5,3,6,FALSE
692471,Theo,Ruff,40-64,female,10-19y,none,poverty,0.3675225984431890,FALSE,before 2015,TRUE,TRUE,10238,7000.0,sedan,1,0,0,FALSE
580439,Nathen,Wilkes,40-64,male,10-19y,university,upper class,0.5055744727190110,TRUE,after 2015,TRUE,FALSE,32765,9000.0,sedan,3,0,0,FALSE
424392,Notnamed,Seaman,65,female,30y+,high school,upper class,0.6247259789567380,TRUE,before 2015,TRUE,TRUE,32765,9000.0,sedan,7,1,1,FALSE
119547,Alliyah,Griffiths,65,female,10-19y,high school,upper class,0.7721303904458900,TRUE,before 2015,TRUE,TRUE,10238,10000.0,sedan,0,0,0,FALSE
570007,Adrianne,Jeffrey,26-39,female,0-9y,high school,middle class,0.6800309608604140,TRUE,before 2015,FALSE,FALSE,10238,,sedan,0,0,0,FALSE
886405,Royce,Cintron,40-64,male,20-29y,high school,upper class,0.5190950267820250,TRUE,before 2015,TRUE,TRUE,32765,9000.0,sedan,4,1,1,FALSE
369977,Dariana,Wynne,26-39,female,10-19y,high school,upper class,0.6327674336385280,TRUE,after 2015,TRUE,FALSE,10238,8000.0,sedan,0,0,0,FALSE
68534,Avery,Seymour,26-39,male,10-19y,university,working class,0.42559809672307400,FALSE,before 2015,FALSE,TRUE,32765,8000.0,sedan,3,0,0,FALSE
459875,Allan,Boone,40-64,female,20-29y,high school,middle class,0.6594679535465430,TRUE,before 2015,FALSE,TRUE,10238,12000.0,sedan,0,1,1,FALSE
754494,Leanna,Foust,16-25,female,0-9y,high school,poverty,0.3821250572579420,FALSE,before 2015,FALSE,FALSE,10238,13000.0,sedan,0,0,0,TRUE
175718,Daniel,Hewitt,65,male,30y+,high school,middle class,0.707410723375504,TRUE,after 2015,TRUE,TRUE,10238,13000.0,sedan,3,1,3,FALSE
3004,Maverick,Stafford,26-39,male,10-19y,university,middle class,0.4990390378280580,TRUE,before 2015,FALSE,TRUE,32765,9000.0,sedan,2,1,2,FALSE
552492,Mekhi,Jay,26-39,female,10-19y,high school,middle class,0.7212380734964170,TRUE,before 2015,FALSE,FALSE,32765,,sedan,2,0,0,FALSE
950709,Serenity,Mena,40-64,male,20-29y,university,upper class,0.6653927395254360,TRUE,after 2015,TRUE,TRUE,92101,9000.0,sedan,0,0,3,FALSE
560739,Joan,Motley,16-25,female,0-9y,high school,poverty,0.4162529756885020,FALSE,before 2015,FALSE,FALSE,10238,11000.0,sedan,0,0,0,TRUE
501805,Slade,Gaffney,65,female,30y+,high school,upper class,0.5667840942079910,TRUE,before 2015,TRUE,TRUE,32765,7000.0,sedan,1,2,6,FALSE
787446,Yulisa,Arevalo,26-39,female,10-19y,high school,working class,0.38610169197171000,TRUE,before 2015,FALSE,TRUE,10238,12000.0,sedan,0,0,1,FALSE
804227,Paris,Maher,40-64,male,20-29y,high school,working class,0.4345202321987590,FALSE,before 2015,FALSE,TRUE,10238,14000.0,sedan,2,0,3,TRUE
456117,Jocelynn,Jaimes,40-64,male,20-29y,university,upper class,0.5996274550959250,TRUE,before 2015,FALSE,TRUE,10238,14000.0,sedan,3,0,3,FALSE
394049,Zion,Burley,65,female,10-19y,university,upper class,0.7210573217719680,FALSE,after 2015,TRUE,TRUE,32765,12000.0,sedan,1,0,0,TRUE
23005,Carlos,Cornell,26-39,female,10-19y,high school,working class,,TRUE,before 2015,TRUE,TRUE,32765,,sedan,3,1,0,FALSE
723464,Dane,Duff,26-39,male,10-19y,university,middle class,0.5561182929431790,TRUE,before 2015,FALSE,TRUE,32765,8000.0,sedan,2,0,3,FALSE
927038,Zachery,Pressley,16-25,male,0-9y,high school,working class,0.5099246044110010,TRUE,before 2015,TRUE,FALSE,10238,,sedan,0,0,0,FALSE
152145,Infant,Goodwin,16-25,female,0-9y,high school,middle class,0.5084607560079240,TRUE,before 2015,FALSE,TRUE,32765,11000.0,sedan,0,0,0,TRUE
582771,Lesley,Hadley,26-39,female,10-19y,university,middle class,0.4764298214336610,FALSE,before 2015,FALSE,TRUE,10238,15000.0,sedan,0,1,0,FALSE
